"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
0.307692307692308,0.205405405405405,0.292682926829268,0.307219662058372,0.106824925816024,0.333333333333333,0.528052805280528,0.267784846732212,0.254545454545454,0.291139240506329,0.132231404958678,0.5
0.413461538461538,0.216216216216216,0.32520325203252,0.0952380952380952,0.121661721068249,0.217054263565891,0.287128712871287,0.154038943512627,0.490909090909091,0.278481012658228,0.347107438016529,0.5
0.326923076923077,0.162162162162162,0.260162601626016,0.119815668202765,0.14540059347181,0.348837209302326,0.580858085808581,0.163678426836322,0.427272727272727,0.227848101265823,0.31404958677686,0.5
0.326923076923077,0.162162162162162,0.260162601626016,0.119815668202765,0.14540059347181,0.348837209302326,0.580858085808581,0.163678426836322,0.427272727272727,0.227848101265823,0.31404958677686,0.5
0.413461538461538,0.216216216216216,0.32520325203252,0.0952380952380952,0.121661721068249,0.217054263565891,0.287128712871287,0.154038943512627,0.490909090909091,0.278481012658228,0.347107438016529,0.5
0.230769230769231,0.259459459459459,0.130081300813008,0.0967741935483871,0.106824925816024,0.217054263565891,0.415841584158416,0.15018315018315,0.418181818181818,0.316455696202532,0.264462809917355,0.5
0.307692307692308,0.205405405405405,0.292682926829268,0.307219662058372,0.106824925816024,0.333333333333333,0.528052805280528,0.267784846732212,0.254545454545454,0.291139240506329,0.132231404958678,0.5
0.240384615384615,0.237837837837838,0.276422764227642,0.0138248847926267,0.118694362017804,0.0930232558139535,0.402640264026403,0.1328320802005,0.527272727272727,0.341772151898734,0.247933884297521,0.5
0.413461538461538,0.151351351351351,0.349593495934959,0.0122887864823349,0.103857566765579,0.201550387596899,0.392739273927393,0.128976286871023,0.454545454545455,0.291139240506329,0.495867768595041,0.5
0.461538461538462,0.162162162162162,0.32520325203252,0.0537634408602151,0.0771513353115727,0.116279069767442,0.326732673267327,0.146327356853672,0.381818181818182,0.392405063291139,0.28099173553719,0.333333333333333
0.269230769230769,0.0864864864864865,0.32520325203252,0.0122887864823349,0.103857566765579,0.356589147286822,0.438943894389439,0.0788509735878143,0.745454545454546,0.379746835443038,0.727272727272727,0.666666666666667
0.432692307692308,0.367567567567568,0.504065040650406,0.28494623655914,0.0919881305637982,0.302325581395349,0.534653465346535,0.252361673414304,0.236363636363636,0.569620253164557,0.28099173553719,0.333333333333333
0.240384615384615,0.432432432432432,0.032520325203252,0.00614439324116744,0.109792284866469,0.217054263565891,0.293729372937294,0.109697320223636,0.472727272727273,0.177215189873418,0.264462809917355,0.5
0.346153846153846,0.281081081081081,0.341463414634146,0.00614439324116744,0.0712166172106825,0.116279069767442,0.531353135313531,0.0884904569115093,0.363636363636364,0.392405063291139,0.545454545454546,0.5
0.259615384615385,0.248648648648649,0.113821138211382,0.104454685099846,0.103857566765579,0.248062015503876,0.405940594059406,0.161750530171583,0.454545454545455,0.354430379746835,0.247933884297521,0.333333333333333
0.25,0.248648648648649,0.308943089430894,0.0337941628264209,0.086053412462908,0.131782945736434,0.303630363036304,0.0788509735878143,0.409090909090909,0.164556962025316,0.495867768595041,0.666666666666667
0.365384615384615,0.637837837837838,0.113821138211382,0.0122887864823349,0.192878338278932,0.178294573643411,0.521452145214521,0.127048390206285,0.3,0.367088607594937,0.214876033057851,0.333333333333333
0.269230769230769,0.205405405405405,0.333333333333333,0.00921658986175115,0.127596439169139,0.108527131782946,0.435643564356436,0.154038943512627,0.636363636363636,0.316455696202532,0.330578512396694,0.5
0.307692307692308,0.183783783783784,0.260162601626016,0.127496159754224,0.109792284866469,0.418604651162791,0.775577557755776,0.161750530171583,0.481818181818182,0.354430379746835,0.396694214876033,0.5
0.298076923076923,0.172972972972973,0.284552845528455,0.00460829493087558,0.127596439169139,0.255813953488372,0.448844884488449,0.113553113553113,0.663636363636364,0.278481012658228,0.330578512396694,0.5
0.307692307692308,0.216216216216216,0.317073170731707,0.122887864823349,0.124629080118694,0.232558139534884,0.432343234323432,0.173317910160014,0.6,0.392405063291139,0.413223140495868,0.5
0.346153846153846,0.205405405405405,0.390243902439024,0.00614439324116744,0.112759643916914,0.116279069767442,0.402640264026403,0.0827067669172915,0.427272727272727,0.341772151898734,0.595041322314049,0.5
0.326923076923077,0.259459459459459,0.292682926829268,0.0199692780337942,0.0712166172106825,0.271317829457364,0.343234323432343,0.067283593599383,0.345454545454545,0.620253164556962,0.710743801652893,0.666666666666667
0.432692307692308,0.0648648648648649,0.276422764227642,0.00614439324116744,0.0979228486646884,0.0387596899224806,0.122112211221122,0.121264700212067,0.681818181818182,0.227848101265823,0.363636363636363,0.5
0.346153846153846,0.183783783783784,0.292682926829268,0.0207373271889401,0.121661721068249,0.224806201550388,0.297029702970297,0.0942741469057249,0.427272727272727,0.278481012658228,0.462809917355372,0.5
0.230769230769231,0.0432432432432432,0.276422764227642,0.0122887864823349,0.106824925816024,0.317829457364341,0.353135313531353,0.130904183535762,0.636363636363636,0.367088607594937,0.165289256198347,0.5
0.336538461538462,0.216216216216216,0.349593495934959,0.0153609831029186,0.210682492581602,0.147286821705426,0.372937293729373,0.0653556969346444,0.427272727272727,0.253164556962025,0.793388429752066,0.333333333333333
0.259615384615385,0.335135135135135,0.186991869918699,0.0721966205837174,0.124629080118694,0.178294573643411,0.458745874587459,0.121264700212067,0.472727272727273,0.164556962025316,0.330578512396694,0.333333333333333
0.307692307692308,0.27027027027027,0.260162601626016,0.00768049155145929,0.130563798219585,0.27906976744186,0.422442244224422,0.067283593599383,0.372727272727273,0.0759493670886076,0.528925619834711,0.5
0.336538461538462,0.172972972972973,0.317073170731707,0.264976958525346,0.142433234421365,0.333333333333333,0.458745874587459,0.246577983420088,0.445454545454545,0.177215189873418,0.0991735537190082,0.333333333333333
0.336538461538462,0.172972972972973,0.317073170731707,0.264976958525346,0.142433234421365,0.333333333333333,0.458745874587459,0.246577983420088,0.445454545454545,0.177215189873418,0.0991735537190082,0.333333333333333
0.278846153846154,0.162162162162162,0.317073170731707,0.0276497695852535,0.483679525222552,0.472868217054264,0.488448844884488,0.127048390206285,0.354545454545454,0.177215189873418,0.231404958677686,0.5
0.278846153846154,0.172972972972973,0.317073170731707,0.0337941628264209,0.486646884272997,0.472868217054264,0.485148514851485,0.127048390206285,0.345454545454545,0.151898734177215,0.231404958677686,0.5
0.269230769230769,0.172972972972973,0.219512195121951,0.010752688172043,0.142433234421365,0.24031007751938,0.468646864686469,0.121264700212067,0.454545454545455,0.430379746835443,0.247933884297521,0.5
0.278846153846154,0.162162162162162,0.211382113821138,0.010752688172043,0.1513353115727,0.24031007751938,0.475247524752475,0.121264700212067,0.472727272727273,0.430379746835443,0.247933884297521,0.5
0.230769230769231,0.4,0.211382113821138,0.0568356374807988,0.160237388724036,0.472868217054264,0.646864686468647,0.1328320802005,0.5,0.379746835443038,0.297520661157025,0.166666666666667
0.230769230769231,0.410810810810811,0.203252032520325,0.0568356374807988,0.169139465875371,0.465116279069767,0.65016501650165,0.130904183535762,0.481818181818182,0.379746835443038,0.297520661157025,0.333333333333333
0.307692307692308,0.248648648648649,0.211382113821138,0.102918586789555,0.178041543026706,0.201550387596899,0.495049504950495,0.159822633506842,0.372727272727273,0.30379746835443,0.297520661157025,0.5
0.25,0.108108108108108,0.284552845528455,0.00460829493087558,0.106824925816024,0.286821705426357,0.323432343234323,0.0769230769230758,0.536363636363636,0.164556962025316,0.479338842975207,0.5
0.288461538461538,0.12972972972973,0.479674796747967,0.00307219662058372,0.409495548961424,0.27906976744186,0.402640264026403,0.113553113553113,0.3,0.20253164556962,0.181818181818182,0.5
0.298076923076923,0.183783783783784,0.284552845528455,0.00921658986175115,0.0890207715133531,0.209302325581395,0.597359735973597,0.0711393869288601,0.372727272727273,0.379746835443038,0.495867768595041,0.5
0.326923076923077,0.140540540540541,0.276422764227642,0.172043010752688,0.100890207715134,0.271317829457364,0.66996699669967,0.175245806824753,0.336363636363636,0.354430379746835,0.264462809917355,0.5
0.211538461538462,0.118918918918919,0.211382113821138,0.179723502304147,0.115727002967359,0.372093023255814,0.452145214521452,0.194524773472141,0.527272727272727,0.177215189873418,0.148760330578512,0.5
0.269230769230769,0.324324324324324,0.121951219512195,0.0599078341013825,0.103857566765579,0.178294573643411,0.224422442244224,0.115481010217851,0.354545454545454,0.20253164556962,0.363636363636363,0.5
0.288461538461538,0.151351351351351,0.195121951219512,0.0645161290322581,0.246290801186944,0.217054263565891,0.372937293729373,0.154038943512627,0.281818181818182,0.30379746835443,0.0991735537190082,0.5
0.307692307692308,0.421621621621622,0.0569105691056911,0.00614439324116744,0.0771513353115727,0.116279069767442,0.465346534653465,0.0749951802583372,0.272727272727273,0.151898734177215,0.413223140495868,0.333333333333333
0.269230769230769,0.324324324324324,0.121951219512195,0.0599078341013825,0.103857566765579,0.178294573643411,0.224422442244224,0.115481010217851,0.354545454545454,0.20253164556962,0.363636363636363,0.5
0.230769230769231,0.291891891891892,0.024390243902439,0.00768049155145929,0.163204747774481,0.209302325581395,0.363036303630363,0.121264700212067,0.454545454545455,0.405063291139241,0.181818181818182,0.333333333333333
0.25,0.194594594594595,0.195121951219512,0.087557603686636,0.0919881305637982,0.193798449612403,0.376237623762376,0.0614999036051652,0.454545454545455,0.341772151898734,0.760330578512396,0.666666666666667
0.278846153846154,0.183783783783784,0.105691056910569,0.00768049155145929,0.0949554896142433,0.612403100775194,0.541254125412541,0.0942741469057249,0.381818181818182,0.253164556962025,0.297520661157025,0.333333333333333
0.278846153846154,0.162162162162162,0.252032520325203,0.021505376344086,0.109792284866469,0.217054263565891,0.283828382838284,0.105841526894158,0.554545454545455,0.531645569620253,0.446280991735537,0.833333333333333
0.346153846153846,0.172972972972973,0.235772357723577,0.144393241167435,0.121661721068249,0.147286821705426,0.313531353135314,0.175245806824753,0.372727272727273,0.164556962025316,0.247933884297521,0.333333333333333
0.230769230769231,0.205405405405405,0.349593495934959,0.109062980030722,0.13946587537092,0.356589147286822,0.772277227722772,0.163678426836322,0.345454545454545,0.367088607594937,0.165289256198347,0.5
0.211538461538462,0.205405405405405,0.227642276422764,0.0629800307219662,0.160237388724036,0.224806201550388,0.63036303630363,0.17910160015423,0.881818181818182,0.620253164556962,0.330578512396694,0.333333333333333
